link,job,company,salary,area,experience,education,companytype,direction
https://jobs.51job.com/baoding/142740604.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,保定,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/baoding/142740599.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,保定,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/jiaxing-nhq/142773545.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,嘉兴-南湖区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-cxd/142839987.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-长兴岛,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-cxd/142839974.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-长兴岛,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/taiyuan-jcpq/142841547.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,太原-尖草坪区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/shijiazhuang-caq/142840980.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,石家庄-长安区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hengshui/142841182.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,衡水,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hadongbin-fzx/142842202.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,哈尔滨-方正县,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hadongbin-fzx/142842191.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,哈尔滨-方正县,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/baise/143217252.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,百色,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hadongbin-fzx/142842197.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,哈尔滨-方正县,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/baoding/143380067.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-2万,保定,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hadongbin-fzx/142842200.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,哈尔滨-方正县,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/baise/143217249.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,百色,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/weihai/142689690.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,威海,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/weifang/143198480.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,潍坊,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/jiaxing/142811748.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,嘉兴,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/qiqihaer/142812353.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,齐齐哈尔,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/baoji/142812090.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,宝鸡,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hangzhou/143192094.html?s=sou_sou_soulb&t=0_0,主播,保定梵沐文化传播有限公司,1-1.5万,杭州,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dongguan/143195256.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,东莞,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/chongqing/143194525.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,重庆,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/wuhan-jaq/133006859.html?s=sou_sou_soulb&t=0_0,淘宝、抖音主播/直播带货,武汉世纪佳泓服饰有限公司,6千-1.2万,武汉-江岸区,5-7年经验,高中,民营,服装/纺织/皮革
https://jobs.51job.com/guangzhou-byq/142978156.html?s=sou_sou_soulb&t=0_0,主播,广州市蓝迅表业有限公司,8千-1.5万,广州-白云区,1年经验,大专,民营,互联网/电子商务
https://jobs.51job.com/kunming-gdq/144025289.html?s=sou_sou_soulb&t=0_0,主播/主播助理/带货主播,宜春经济技术开发区塔塔部落贸易商行,8千-1.2万,昆明-官渡区,无需经验,高中,民营,互联网/电子商务
https://jobs.51job.com/guangzhou-thq/143216462.html?s=sou_sou_soulb&t=0_0,主播（直播带货）,恩爱思（广州）科技有限公司,7.5千-1.5万,广州-天河区,1年经验,无学历要求,民营,汽车
https://jobs.51job.com/changchun-jyjj/140715709.html?s=sou_sou_soulb&t=0_0,线上音频主播,吉林九音文化传媒有限公司,1.5-3万,长春-净月经济开发区,无需经验,无学历要求,民营,互联网/电子商务
https://jobs.51job.com/changchun-jyjj/140773913.html?s=sou_sou_soulb&t=0_0,线上音频主播,吉林九音文化传媒有限公司,1.5-3万,长春-净月经济开发区,无需经验,无学历要求,民营,互联网/电子商务
https://jobs.51job.com/changchun-jyjj/141069099.html?s=sou_sou_soulb&t=0_0,线上音频主播,吉林九音文化传媒有限公司,1.5-3万,长春-净月经济开发区,无需经验,无学历要求,民营,互联网/电子商务
https://jobs.51job.com/changchun-jyjj/140833115.html?s=sou_sou_soulb&t=0_0,线上音频主播,吉林九音文化传媒有限公司,1.5-3万,长春-净月经济开发区,无需经验,无学历要求,民营,互联网/电子商务
https://jobs.51job.com/shenzhen-lhq/136799104.html?s=sou_sou_soulb&t=0_0,抖音主播,深圳市国米米业有限公司,8千-1.5万,深圳-龙华区,1年经验,无学历要求,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/kunming-gdq/140276742.html?s=sou_sou_soulb&t=0_0,包教资源全扶持招主播,云南东澳控股有限责任公司,4-8千,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/141136501.html?s=sou_sou_soulb&t=0_0,娱乐主播小白4K无责保底,云南东澳控股有限责任公司,4-8千,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/141136648.html?s=sou_sou_soulb&t=0_0,良心招募绿色才艺主播,云南东澳控股有限责任公司,8千-1.6万,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/dalian-shkq/142773363.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-沙河口区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/nanning-xxtq/142773753.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,南宁-西乡塘区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-cxd/142839976.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-长兴岛,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-cxd/142839983.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-长兴岛,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-cxd/142839973.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-长兴岛,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-dlbs/142840194.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-大连保税区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/jinhua-dys/142840535.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,金华-东阳市,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-dlbs/142840198.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-大连保税区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/jiaxing-txs/142840821.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,嘉兴-桐乡市,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/wuxi-yxs/142839749.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,无锡-宜兴市,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/jinhua-dys/142840536.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,金华-东阳市,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/guiyang-gshq/142841705.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,贵阳-观山湖区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hengshui/142841184.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,衡水,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hengshui/142841183.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,衡水,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/jiaxing-txs/142840826.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,嘉兴-桐乡市,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/guiyang-gshq/142841706.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,贵阳-观山湖区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/guiyang-gshq/142841704.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,贵阳-观山湖区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/changchun-syq/142841391.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,长春-双阳区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hadongbin-fzx/142842201.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,哈尔滨-方正县,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/baise/143217232.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,百色,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/baise/143217244.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,百色,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/baise/143217238.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,百色,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/jinan-lxq/142689534.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,济南-历下区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/beijing-cyq/143194096.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,北京-朝阳区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/hangzhou/143197514.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,杭州,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/jilin/143191739.html?s=sou_sou_soulb&t=0_0,主播,保定梵沐文化传播有限公司,1-1.5万,吉林,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/lanzhou/143201066.html?s=sou_sou_soulb&t=0_0,高薪招聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,兰州,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/yanji/142811442.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,延吉,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/quanzhou/142233730.html?s=sou_sou_soulb&t=0_0,主播,蜡笔小新（福建）食品工业有限公司,6千-1.2万,泉州,无需经验,无学历要求,已上市,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/guangzhou-pyq/140944414.html?s=sou_sou_soulb&t=0_0,抖音主播,广州市信百食品有限公司,6千-1.2万,广州-番禺区,1年经验,大专,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/guangzhou-pyq/143934080.html?s=sou_sou_soulb&t=0_0,抖音主播,广州伊堡娜贸易有限公司,1.2-1.8万,广州-番禺区,3-4年经验,初中及以下,民营,批发/零售
https://jobs.51job.com/langfang/141899863.html?s=sou_sou_soulb&t=0_0,招募抖音快手微信视频号娱乐主播,霸州市领艺文化传媒有限公司,5-8千,廊坊,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/kaifeng/141902216.html?s=sou_sou_soulb&t=0_0,招募抖音快手微信视频号娱乐主播,霸州市领艺文化传媒有限公司,5-8千,开封,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/changsha/141902272.html?s=sou_sou_soulb&t=0_0,招募抖音快手微信视频号娱乐主播,霸州市领艺文化传媒有限公司,5-8千,长沙,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/kunming/141902305.html?s=sou_sou_soulb&t=0_0,招募抖音快手微信视频号娱乐主播,霸州市领艺文化传媒有限公司,5-8千,昆明,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/guiyang/141902327.html?s=sou_sou_soulb&t=0_0,招募抖音快手微信视频号娱乐主播,霸州市领艺文化传媒有限公司,5-8千,贵阳,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/taiyuan/141902301.html?s=sou_sou_soulb&t=0_0,招募抖音快手微信视频号娱乐主播,霸州市领艺文化传媒有限公司,5-8千,太原,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/shenzhen-baq/142037868.html?s=sou_sou_soulb&t=0_0,线上汽车主播,广汽本田宝安店,1.2-1.5万,深圳-宝安区,1年经验,高中,民营,汽车零配件
https://jobs.51job.com/changsha-ylq/143227130.html?s=sou_sou_soulb&t=0_0,主播运营,湖南吉雅商贸有限公司,6千-1万,长沙-岳麓区,1年经验,高中,民营,贸易/进出口
https://jobs.51job.com/wuhan-hpq/140981387.html?s=sou_sou_soulb&t=0_0,主播,武汉骏业丰田汽车销售服务有限公司,6千-1万,武汉-黄陂区,1年经验,无学历要求,外资（非欧美）,汽车
https://jobs.51job.com/guangzhou/144058518.html?s=sou_sou_soulb&t=0_0,服装主播,广州美雅高时装有限公司,5千-1万,广州,1年经验,大专,外资（非欧美）,服装/纺织/皮革
https://jobs.51job.com/changsha-frq/139673327.html?s=sou_sou_soulb&t=0_0,抖音主播,湖南时运电脑有限公司,5千-1万,长沙-芙蓉区,无需经验,大专,民营,计算机硬件
https://jobs.51job.com/chengdu-wjq/138278430.html?s=sou_sou_soulb&t=0_0,主播（成都）(J10397),悍高集团股份有限公司,8千-1.4万,成都-温江区,1年经验,大专,民营,多元化业务集团公司
https://jobs.51job.com/kunming-gdq/140276742.html?s=sou_sou_soulb&t=0_0,包教资源全扶持招主播,云南东澳控股有限责任公司,4-8千,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/141136501.html?s=sou_sou_soulb&t=0_0,娱乐主播小白4K无责保底,云南东澳控股有限责任公司,4-8千,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/141136648.html?s=sou_sou_soulb&t=0_0,良心招募绿色才艺主播,云南东澳控股有限责任公司,8千-1.6万,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/141322582.html?s=sou_sou_soulb&t=0_0,抖音主播（高无责）,云南东澳控股有限责任公司,6千-1.2万,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/140148647.html?s=sou_sou_soulb&t=0_0,视频主播（6小时上班制+可包住+配车+分红等）,云南东澳控股有限责任公司,1-2万,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/140945692.html?s=sou_sou_soulb&t=0_0,颜值主播,云南东澳控股有限责任公司,4-8千,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/141887264.html?s=sou_sou_soulb&t=0_0,6500保底可预支招小白主播,云南东澳控股有限责任公司,6.5千-1.2万,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/guangzhou-pyq/140944414.html?s=sou_sou_soulb&t=0_0,抖音主播,广州市信百食品有限公司,6千-1.2万,广州-番禺区,1年经验,大专,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/shaoyang/138533122.html?s=sou_sou_soulb&t=0_0,主播,湖南吉雅商贸有限公司,4-8千,邵阳,1年经验,高中,民营,贸易/进出口
https://jobs.51job.com/shanghai-ptq/138069813.html?s=sou_sou_soulb&t=0_0,直播主播,家有好车（上海）汽车服务有限公司,1.5-2万,上海-普陀区,1年经验,大专,民营,汽车
https://jobs.51job.com/guangzhou-lwq/139527496.html?s=sou_sou_soulb&t=0_0,网络主播（广汽埃安）,广东喜龙控股集团有限公司,8千-1.4万,广州-荔湾区,无需经验,中技/中专,民营,汽车
https://jobs.51job.com/guangzhou-pyq/144071224.html?s=sou_sou_soulb&t=0_0,童装主播,广州映社时装有限公司,1-1.5万,广州-番禺区,2年经验,大专,民营,服装/纺织/皮革
https://jobs.51job.com/kunming-xsq/141443939.html?s=sou_sou_soulb&t=0_0,汽车主播,昆明中和愿景汽车销售服务有限公司,6千-1万,昆明-西山区,1年经验,中技/中专,民营,汽车
https://jobs.51job.com/shenzhen-ftq/144003582.html?s=sou_sou_soulb&t=0_0,主播,深圳京润珍珠控股有限公司,8千-1.2万,深圳-福田区,1年经验,大专,民营,快速消费品(食品、饮料、化妆品)
https://jobs.51job.com/kunming-gdq/140148589.html?s=sou_sou_soulb&t=0_0,娱乐主播（6小时上班制+可包住+配车+分红等）,云南东澳控股有限责任公司,1-2万,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/guangzhou-thq/141685025.html?s=sou_sou_soulb&t=0_0,珠江新城豪宅精英/主播,广东链家房地产经纪有限公司,1-2万,广州-天河区,无需经验,大专,合资,房地产
https://jobs.51job.com/kunming-gdq/140150119.html?s=sou_sou_soulb&t=0_0,4K真实保底招小白主播,云南东澳控股有限责任公司,4-8千,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/140207638.html?s=sou_sou_soulb&t=0_0,时间自由招视频主播,云南东澳控股有限责任公司,4-8千,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/140276633.html?s=sou_sou_soulb&t=0_0,5K无责包住招小白主播,云南东澳控股有限责任公司,4-8千,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/kunming-gdq/140945974.html?s=sou_sou_soulb&t=0_0,才艺主播,云南东澳控股有限责任公司,4-8千,昆明-官渡区,无需经验,无学历要求,民营,娱乐/休闲/体育
https://jobs.51job.com/guangzhou-byq/135223986.html?s=sou_sou_soulb&t=0_0,抖音主播,广东枫兴汽车销售集团有限公司,7千-1万,广州-白云区,1年经验,中技/中专,民营,汽车
https://jobs.51job.com/wuhan-hpq/140981387.html?s=sou_sou_soulb&t=0_0,主播,武汉骏业丰田汽车销售服务有限公司,6千-1万,武汉-黄陂区,1年经验,无学历要求,外资（非欧美）,汽车
https://jobs.51job.com/changsha-frq/139673327.html?s=sou_sou_soulb&t=0_0,抖音主播,湖南时运电脑有限公司,5千-1万,长沙-芙蓉区,无需经验,大专,民营,计算机硬件
https://jobs.51job.com/chengdu-lqyq/138075701.html?s=sou_sou_soulb&t=0_0,抖音主播,四川进亿文化传媒有限公司,8千-1万,成都-龙泉驿区,无需经验,中技/中专,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/chengdu-lqyq/138076217.html?s=sou_sou_soulb&t=0_0,娱乐主播,四川进亿文化传媒有限公司,1-1.5万,成都-龙泉驿区,无需经验,无学历要求,创业公司,影视/媒体/艺术/文化传播
https://jobs.51job.com/dongguan-dlz/141183068.html?s=sou_sou_soulb&t=0_0,视频主播,伯朗特机器人股份有限公司,4-6千,东莞-大朗镇,无需经验,大专,民营,机械/设备/重工
https://jobs.51job.com/beijing/142908289.html?s=sou_sou_soulb&t=0_0,0基础音频主播（日结周结）,吉林此间无限文化传媒有限责任公司,8千-1.6万,北京,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/beijing/142908298.html?s=sou_sou_soulb&t=0_0,0基础音频主播（日结周结）,吉林此间无限文化传媒有限责任公司,8千-1.6万,北京,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/beijing/142898207.html?s=sou_sou_soulb&t=0_0,线上音频主播（不露脸）,吉林此间无限文化传媒有限责任公司,8千-1.6万,北京,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/beijing/142898202.html?s=sou_sou_soulb&t=0_0,线上音频主播（不露脸）,吉林此间无限文化传媒有限责任公司,8千-1.6万,北京,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/suzhou-wzq/135327944.html?s=sou_sou_soulb&t=0_0,音频不露脸主播,保定梵沐文化传播有限公司,1-1.5万,苏州-吴中区,无需经验,中技/中专,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/lanzhou-qlhq/136030587.html?s=sou_sou_soulb&t=0_0,露脸主播,保定梵沐文化传播有限公司,1-1.5万,兰州-七里河区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/suzhou-wzq/136739082.html?s=sou_sou_soulb&t=0_0,娱乐主播,保定梵沐文化传播有限公司,1.5-2万,苏州-吴中区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/langfang/138870589.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,廊坊,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/xian/137484209.html?s=sou_sou_soulb&t=0_0,高薪诚聘娱乐主播,保定梵沐文化传播有限公司,1-1.5万,西安,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/shijiazhuang-yhq/136767022.html?s=sou_sou_soulb&t=0_0,娱乐主播,保定梵沐文化传播有限公司,1-1.5万,石家庄-裕华区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/suzhou-gsq/142647810.html?s=sou_sou_soulb&t=0_0,音频（不露脸）主播,保定梵沐文化传播有限公司,1.2-1.8万,苏州-姑苏区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/linyi-lsq/142675264.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,临沂-兰山区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/baoding/142740532.html?s=sou_sou_soulb&t=0_0,音频主播,保定梵沐文化传播有限公司,1-1.5万,保定,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/wenzhou-lwq/142773943.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,温州-龙湾区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/xuzhou/142771470.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,徐州,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/yantai-zfq/142773127.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,烟台-芝罘区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-shkq/142773362.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-沙河口区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/jinhua-dys/142840531.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,金华-东阳市,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-cxd/142839970.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-长兴岛,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-cxd/142839980.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-长兴岛,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/dalian-dlbs/142840190.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,大连-大连保税区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
https://jobs.51job.com/taiyuan-jcpq/142841542.html?s=sou_sou_soulb&t=0_0,音频主播（不露脸）,保定梵沐文化传播有限公司,1-1.5万,太原-尖草坪区,无需经验,无学历要求,民营,影视/媒体/艺术/文化传播
